classId,nameTh,nameEn,label,category,hours,unit,numberQuestion,numberRecap,numberReviewer,stats/how,stats/homework,stats/interest,stats/updateAt
1999043,การคิดสร้างสรรค์เพื่อการจัดการคุณค่า,Creativity for Value Management,01999043 การคิดสร้างสรรค์เพื่อการจัดการคุณค่า (Creativity for Value Management),ยังไม่มีข้อมูล,0-0-0,0,3,0,9,64.44444444444444,68.88888888888889,68.88888888888889,2023-11-13T03:12:34.758Z
1460101,สังคมและวัฒนธรรมไทยร่วมสมัย,Contemporary Thai Society and Culture,01460101 สังคมและวัฒนธรรมไทยร่วมสมัย (Contemporary Thai Society and Culture),ยังไม่มีข้อมูล,0-0-0,0,4,0,11,83.63636363636364,89.0909090909091,80.0,2023-11-15T16:04:04.563Z
1999141,มนุษย์กับสังคม,Man and Society,01999141 มนุษย์กับสังคม (Man and Society),ยังไม่มีข้อมูล,0-0-0,0,7,0,39,72.3076923076923,91.7948717948718,66.66666666666667,2023-11-22T15:18:01.116Z
2701011,การใช้ภาษาไทยเพื่อธุรกิจ,"Thai Usage for Business, Science and Technology","02701011 การใช้ภาษาไทยเพื่อธุรกิจ วิทยาศาสตร์และเทคโนโลยี (Thai Usage for Business, Science and Technology)",ยังไม่มีข้อมูล,0-0-0,0,0,0,1,80.0,80.0,60.0,2021-11-21T12:00:12.642Z
1354311,ภาษาเขมร,Khmer l,01354311 ภาษาเขมร l (Khmer l),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1355114,ภาษาอังกฤษสำหรับนิสิตเตรียมแพทย์,English for Pre-Medical Students l,01355114 ภาษาอังกฤษสำหรับนิสิตเตรียมแพทย์ l (English for Pre-Medical Students l),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1355203,โครงสร้างภาษาอังกฤษเบื้องต้น,Fundamental English Structure,01355203 โครงสร้างภาษาอังกฤษเบื้องต้น (Fundamental English Structure),ยังไม่มีข้อมูล,0-0-0,0,27,0,18,-11.11111111111111,-15.555555555555555,-14.444444444444445,2023-11-27T17:46:11.568Z
1355205,การอ่านภาษาอังกฤษด้านสื่อมวลชน,Reading for Mass Communication in English,01355205 การอ่านภาษาอังกฤษด้านสื่อมวลชน (Reading for Mass Communication in English),ยังไม่มีข้อมูล,0-0-0,0,3,0,10,80.0,86.0,78.0,2023-04-10T10:16:51.206Z
1356102,ภาษาฝรั่งเศสเบื้องต้น,Elementary French ll,01356102 ภาษาฝรั่งเศสเบื้องต้น ll (Elementary French ll),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,100.0,100.0,100.0,2023-04-06T00:46:17.517Z
1356104,ภาษาฝรั่งเศสเบื้องต้น,Elementary French lV,01356104 ภาษาฝรั่งเศสเบื้องต้น lV (Elementary French lV),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1357113,ภาษาเยอรมันเบื้องต้น,Elementary German lll,01357113 ภาษาเยอรมันเบื้องต้น lll (Elementary German lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1398102,ภาษามลายูเพื่อการสื่อสาร,Communicative Malayu ll,01398102 ภาษามลายูเพื่อการสื่อสาร ll (Communicative Malayu ll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1399101,ภาษาเวียดนามเพื่อการสื่อสาร,Communicative Vietnamese l,01399101 ภาษาเวียดนามเพื่อการสื่อสาร l (Communicative Vietnamese l),ยังไม่มีข้อมูล,0-0-0,0,2,0,4,100.0,95.0,100.0,2023-04-09T21:26:56.153Z
1399103,ภาษาเวียดนามเพื่อการสื่อสาร,Communicative Vietnamese lll,01399103 ภาษาเวียดนามเพื่อการสื่อสาร lll (Communicative Vietnamese lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
3754112,ภาษาอังกฤษ,Foundation English ll,03754112 ภาษาอังกฤษ lll (Foundation English ll),ยังไม่มีข้อมูล,0-0-0,0,1,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
3754113,ภาษาอังกฤษ,Foundation English lll,03754113 ภาษาอังกฤษ lll (Foundation English lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
3754271,ภาษาอังกฤษในงานอาชีพ,English for Careers,03754271 ภาษาอังกฤษในงานอาชีพ (English for Careers),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,20.0,20.0,40.0,2021-11-11T23:59:07.813Z
1999013,การจัดการสารสนเทศยุคใหม่ในชีวิตประจำวัน,New Age Information Management In Everyday Life,01999013 การจัดการสารสนเทศยุคใหม่ในชีวิตประจำวัน (New Age Information Management In Everyday Life),ยังไม่มีข้อมูล,0-0-0,0,12,0,4,85.0,70.0,90.0,2023-11-13T00:02:49.233Z
2729102,การประยุกต์คอมพิวเตอร์ในชีวิตประจำวัน,Computer Application in Everyday Life,02729102 การประยุกต์คอมพิวเตอร์ในชีวิตประจำวัน (Computer Application in Everyday Life),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
3752111,ทรัพยากรสารสนเทศเพื่อการค้นคว้า,Information Resources for Research,03752111 ทรัพยากรสารสนเทศเพื่อการค้นคว้า (Information Resources for Research),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,40.0,40.0,100.0,2022-04-04T16:02:06.418Z
1255101,มนุษย์กับทะเล,Man and Sea,01255101 มนุษย์กับทะเล (Man and Sea),ยังไม่มีข้อมูล,0-0-0,0,30,2,75,-5.599999999999986,-6.666666666666655,-6.133333333333309,2023-11-22T19:09:38.005Z
1999035,วัฒนธรรมดนตรีกับชีวิต,Music Culture in Life,01999035 วัฒนธรรมดนตรีกับชีวิต (Music Culture in Life),ยังไม่มีข้อมูล,0-0-0,0,13,0,25,2.400000000000001,10.399999999999984,8.0,2023-11-24T15:36:58.407Z
2708102,วรรณกรรมกับวิทยาศาสตร์,Literature and Science,02708102 วรรณกรรมกับวิทยาศาสตร์ (Literature and Science),ยังไม่มีข้อมูล,0-0-0,0,4,0,4,70.0,70.0,60.0,2023-11-16T19:01:06.383Z
3751111,มนุษย์กับสิ่งแวดล้อม,Man and Environment,03751111 มนุษย์กับสิ่งแวดล้อม (Man and Environment),ยังไม่มีข้อมูล,0-0-0,0,2,0,3,93.33333333333331,93.33333333333331,86.66666666666667,2021-11-25T12:05:51.772Z
1177141,การแสวงหาความรู้,Knowledge Acquisition,01177141 การแสวงหาความรู้ (Knowledge Acquisition),ยังไม่มีข้อมูล,0-0-0,0,18,0,32,93.125,90.0,83.75,2023-11-30T21:38:47.627Z
1387102,ปรัชญาสำหรับโลกยุคใหม่,Philosophy for New World,01387102 ปรัชญาสำหรับโลกยุคใหม่ (Philosophy for New World),ยังไม่มีข้อมูล,0-0-0,0,10,0,41,81.46341463414635,84.39024390243902,81.46341463414635,2023-11-30T03:29:09.097Z
1453102,กฎหมายในชีวิตประจำวัน,Law in Everyday Life,01453102 กฎหมายในชีวิตประจำ (Law in Everyday Life),ยังไม่มีข้อมูล,0-0-0,3,9,0,12,84.99999999999999,93.33333333333331,90.0,2022-12-27T15:42:22.385Z
1999023,ทักษะจำเป็นทางคอมพิวเตอร์,Essential Computer Skill,01999023 ทักษะจำเป็นทางคอมพิวเตอร์ (Essential Computer Skill),ยังไม่มีข้อมูล,0-0-0,0,3,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1418104,รู้ทันไอที,IT Updates,01418104 รู้ทันไอที (IT Updates),ยังไม่มีข้อมูล,0-0-0,2,2,0,1,100.0,100.0,80.0,2020-05-05T00:34:25.922Z
1421201,รังสี ชีวิต และสิ่งแวดล้อม,"Radiation, Life and Environment","01421201 รังสี ชีวิต และสิ่ง (Radiation, Life and Environment)",ยังไม่มีข้อมูล,0-0-0,2,3,0,1,100.0,100.0,100.0,2022-05-06T00:34:25.549Z
1402101,การรู้เท่าทันผลิตภัณฑ์เสริมความงาม,Beauty Products Literacy,01402101 การรู้เท่าทันผลิตภัณฑ์เสริมความงาม (Beauty Products Literacy),ยังไม่มีข้อมูล,0-0-0,3,9,0,12,86.66666666666667,83.33333333333333,85.0,2023-11-24T11:12:27.543Z
1175118,แชร์บอลเพื่อสุขภาพ,Chair Ball Health,01175118 แชร์บอลเพื่อสุขภาพ (Chair Ball Health),ยังไม่มีข้อมูล,0-0-0,1,7,0,3,-533.3333333333334,-533.3333333333334,-533.3333333333334,2023-04-13T20:54:44.09Z
1175167,โยคะเพื่อสุขภาพ,yoga for health,01175167 โยคะเพื่อสุขภาพ (yoga for health),ยังไม่มีข้อมูล,0-0-0,1,6,0,2,100.0,100.0,90.0,2022-11-20T17:25:02.188Z
1175112,แบดมินตันเพื่อสุขภาพ,Badminton for Health,01175112 แบดมินตันเพื่อสุขภาพ (Badminton for Health),ยังไม่มีข้อมูล,0-0-0,0,9,0,6,90.0,90.0,93.33333333333331,2023-06-22T11:42:15.269Z
1175126,ตะกร้อเพื่อสุขภาพ,Takraw for Health,01175126 ตะกร้อเพื่อสุขภาพ (Takraw for Health),ยังไม่มีข้อมูล,0-0-0,0,0,0,5,-280.0,-284.0,-284.0,2023-10-17T17:38:27.436Z
1175129,ฟุตซอลเพื่อสุขภาพ,Futsal for Health,01175129 ฟุตซอลเพื่อสุขภาพ (Futsal for Health),ยังไม่มีข้อมูล,0-0-0,0,2,0,4,100.0,100.0,100.0,2023-11-24T13:48:53.85Z
1175133,กระโดดน้ำ,Diving,01175133 กระโดดน้ำ (Diving),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1175143,การเต้นลีลาศเพื่อสุขภาพ,Social Dance for Health,01175143 การเต้นลีลาศเพื่อสุขภาพ (Social Dance for Health),ยังไม่มีข้อมูล,0-0-0,0,11,0,13,95.3846153846154,100.0,98.46153846153848,2023-06-24T18:17:58.659Z
1175157,ศิลปะการป้องกันตัวและการต่อสู้ด้วยกระบี่กระบอง,Martial Art with Krabi-Krabong,01175157 ศิลปะการป้องกันตัวและการต่อสู้ด้วยกระบี่กระบอง (Martial Art with Krabi-Krabong),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1175159,ศิลปะการป้องกันตัวและการต่อสู้ด้วยคาราเต้,Martial Art with Karate,01175159 ศิลปะการป้องกันตัวและการต่อสู้ด้วยคาราเต้ (Martial Art with Karate),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1175161,ฝึกสมองด้วยการเล่นบริดจ์,Brain Training with Playing Bridge,01175161 ฝึกสมองด้วยการเล่นบริดจ์ (Brain Training with Playing Bridge),ยังไม่มีข้อมูล,0-0-0,0,0,0,8,-137.5,-140.0,-140.0,2023-09-14T20:06:01.465Z
1175169,การออกกาลังกายเพื่อพัฒนาสุขภาพแบบองค์รวม,Exercise for developing Holistic Health,01175169 การออกกาลังกายเพื่อพัฒนาสุขภาพแบบองค์รวม (Exercise for developing Holistic Health),ยังไม่มีข้อมูล,0-0-0,0,3,0,1,80.0,60.0,80.0,2021-11-25T12:28:45.477Z
1175119,เปตอง,Pe’tanque,03768111 เปตอง (Pe’tanque),ยังไม่มีข้อมูล,0-0-0,0,4,0,4,70.0,100.0,80.0,2023-11-22T23:18:44.927Z
1173151,เอดส์ศึกษา,AIDS Education,01173151 เอดส์ศึกษา (AIDS Education),ยังไม่มีข้อมูล,0-0-0,0,4,0,4,90.0,85.0,90.0,2023-06-13T10:15:44.576Z
1174231,นันทนาการเบื้องต้น1,Introduction to Recreation,01174231 นันทนาการเบื้องต้น1 (Introduction to Recreation),ยังไม่มีข้อมูล,0-0-0,0,2,0,12,96.66666666666669,86.66666666666667,93.33333333333331,2023-12-03T23:03:08.765Z
1387103,ปรัชญาเศรษฐกิจพอเพียงกับพุทธศาสนา,Philosophy of Sufficiency Economics and Buddhism,01387103 ปรัชญาเศรษฐกิจพอเพียงกับพุทธศาสนา (Philosophy of Sufficiency Economics and Buddhism),ยังไม่มีข้อมูล,0-0-0,0,6,1,9,77.77777777777777,88.88888888888889,77.77777777777777,2023-11-08T19:51:32.045Z
1999048,นวัตกรรมเพื่อสิ่งแวดล้อมและสุขภาวะ,Innovation for Environment and Health,01999048 นวัตกรรมเพื่อสิ่งแวดล้อมและสุขภาวะ (Innovation for Environment and Health),ยังไม่มีข้อมูล,0-0-0,0,10,0,10,66.0,76.0,62.0,2023-11-23T14:06:08.285Z
2032303,การเกษตรกับคุณภาพชีวิตที่ดี,Agriculture and Quality of Life,02032303 การเกษตรกับคุณภาพชีวิตที่ดี (Agriculture and Quality of Life),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1174122,การเรียนรู้เชิงนันทนาการโดยการเดินทางในต่างประเทศแบบประหยัด,Recreational Learning through Backpack Traveling,01174122 การเรียนรู้เชิงนันทนาการโดยการเดินทางในต่างประเทศแบบประหยัด (Recreational Learning through Backpack Traveling),ยังไม่มีข้อมูล,0-0-0,0,4,0,2,80.0,80.0,60.0,2021-06-24T17:06:05.322Z
1350101,วิถีชีวิตและวัฒนธรรมในอาเซียน,Ways of Life and Culture in ASEAN,01350101 วิถีชีวิตและวัฒนธรรมในอาเซียน (Ways of Life and Culture in ASEAN),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
2999147,ไทยในพลวัตอาเซียน,The Thai in ASEAN Dynamics,02999147 ไทยในพลวัตอาเซียน (The Thai in ASEAN Dynamics),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1361102,การเขียนภาษาไทยเชิงปฏิบัติ,Thai Pratical Writing,01361102 การเขียนภาษาไทยเชิงปฏิบัติ (Thai Pratical Writing),ยังไม่มีข้อมูล,0-0-0,0,1,0,11,92.72727272727272,81.81818181818181,83.63636363636364,2023-11-12T01:53:51.644Z
1361222,การอ่านภาษาไทยเชิงวิจารณ์,Thai Critical Reading,01361222 การอ่านภาษาไทยเชิงวิจารณ์ (Thai Critical Reading),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,100.0,100.0,100.0,2021-11-21T18:48:16.725Z
1999021,ภาษาไทยเพื่อการสื่อสาร,Thai Language for Communication,01999021 ภาษาไทยเพื่อการสื่อสาร (Thai Language for Communication),ยังไม่มีข้อมูล,0-0-0,0,3,0,35,48.57142857142857,31.428571428571427,39.42857142857143,2023-11-30T03:35:03.646Z
1355204,การฟัง-การพูดภาษาอังกฤษเบื้องต้น,Fundamental English Listening-Speaking,01355204 การฟัง-การพูดภาษาอังกฤษเบื้องต้น (Fundamental English Listening-Speaking),ยังไม่มีข้อมูล,0-0-0,0,6,0,7,94.28571428571428,97.14285714285714,91.42857142857144,2022-04-20T19:52:45.735Z
1355302,การเขียนรายงานภาษาอังกฤษ,Report Writing in English,01355302 การเขียนรายงานภาษาอังกฤษ (Report Writing in English),ยังไม่มีข้อมูล,0-0-0,0,1,0,1,100.0,100.0,100.0,2021-12-10T23:55:31.314Z
1355303,ภาษาอังกฤษเพื่อการสมัครงาน,English for Employment,01355303 ภาษาอังกฤษเพื่อการสมัครงาน (English for Employment),ยังไม่มีข้อมูล,0-0-0,0,2,0,3,-546.6666666666666,-413.3333333333333,-413.3333333333333,2023-11-16T21:48:58.581Z
1356101,ภาษาฝรั่งเศสเบื้องต้น,Elementary French l,01356101 ภาษาฝรั่งเศสเบื้องต้น l (Elementary French l),ยังไม่มีข้อมูล,0-0-0,0,3,0,9,88.88888888888889,95.55555555555556,100.0,2023-11-28T11:16:31.193Z
1357114,ภาษาเยอรมันเบื้องต้น,Elementary German lV,01357114 ภาษาเยอรมันเบื้องต้น lV (Elementary German lV),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1398103,ภาษามลายูเพื่อการสื่อสาร,Communicative Malayu lll,01398103 ภาษามลายูเพื่อการสื่อสาร lll (Communicative Malayu lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1399102,ภาษาเวียดนามเพื่อการสื่อสาร,Communicative Vietnamese ll,01399102 ภาษาเวียดนามเพื่อการสื่อสาร ll (Communicative Vietnamese ll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1399104,ภาษาเวียดนามเพื่อการสื่อสาร,Communicative Vietnamese lV,01399104 ภาษาเวียดนามเพื่อการสื่อสาร lV (Communicative Vietnamese lV),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1371111,สื่อสารสนเทศ,Information Media,01371111 สื่อสารสนเทศ (Information Media),ยังไม่มีข้อมูล,0-0-0,0,9,0,41,88.29268292682927,86.34146341463416,78.04878048780486,2023-11-30T03:44:52.554Z
1007101,พืชสวนเพื่อคุณภาพชีวิตและสิ่งแวดล้อม,Horticulture for life Quality and Environment,01007101 พืชสวนเพื่อคุณภาพชีวิตและสิ่งแวดล้อม (Horticulture for life Quality and Environment),ยังไม่มีข้อมูล,0-0-0,0,5,0,17,100.0,92.94117647058825,94.11764705882354,2023-05-26T09:58:56.888Z
1376101,วรรณกรรมกับชีวิต,Literature and Life,01376101 วรรณกรรมกับชีวิต (Literature and Life),ยังไม่มีข้อมูล,0-0-0,0,0,0,2,100.0,100.0,100.0,2023-11-14T11:02:50.463Z
1420201,อัญมณีและเครื่องประดับ,Gems and Jewelry,01420201 อัญมณีและเครื่องประดับ (Gems and Jewelry),ยังไม่มีข้อมูล,0-0-0,0,2,0,2,70.0,90.0,80.0,2023-11-11T16:27:25.502Z
1176141,การวางแผนเพื่ออาชีพสำหรับคนรุ่นใหม่,Career Planning for the New Generation,01176141 การวางแผนเพื่ออาชีพสำหรับคนรุ่นใหม่ (Career Planning for the New Generation),ยังไม่มีข้อมูล,0-0-0,2,6,0,10,28.0,-90.0,-48.0,2023-11-15T01:30:20.612Z
1175111,กรีฑาลู่-ลาน,Track and Field for Health,01175111 กรีฑาลู่-ลาน เพื่อสุขภาพ (Track and Field for Health),ยังไม่มีข้อมูล,0-0-0,0,1,0,5,92.0,88.0,76.0,2023-06-23T06:26:55.15Z
1175113,เทนนิสเพื่อสุขภาพ,Tennis for Health,01175113 เทนนิสเพื่อสุขภาพ (Tennis for Health),ยังไม่มีข้อมูล,0-0-0,0,2,0,1,100.0,100.0,100.0,2020-10-31T14:16:39.448Z
1175114,เทเบิลเทนนิสเพื่อสุขภาพ,Table Tennis for Health,01175114 เทเบิลเทนนิสเพื่อสุขภาพ (Table Tennis for Health),ยังไม่มีข้อมูล,0-0-0,0,6,0,12,86.66666666666667,93.33333333333331,81.66666666666667,2023-04-03T17:27:21.733Z
1175115,ฝึกสมาธิด้วยกิจกรรมยิงปืน,Meditation with Shooting Activity,01175115 ฝึกสมาธิด้วยกิจกรรมยิงปืน (Meditation with Shooting Activity),ยังไม่มีข้อมูล,0-0-0,0,8,0,9,75.55555555555556,75.55555555555556,75.55555555555556,2023-11-23T11:27:53.75Z
1175121,บาสเกตบอลเพื่อสุขภาพ,Basketball for Health,01175121 บาสเกตบอลเพื่อสุขภาพ (Basketball for Health),ยังไม่มีข้อมูล,0-0-0,0,1,0,8,95.0,92.5,95.0,2022-04-15T01:57:38.7Z
1175122,ฟุตบอลเพื่อสุขภาพ,Soccer for Health,01175122 ฟุตบอลเพื่อสุขภาพ (Soccer for Health),ยังไม่มีข้อมูล,0-0-0,0,2,0,3,100.0,66.66666666666667,80.0,2022-04-17T20:20:55.128Z
1175128,รักบี้ฟุตบอลเพื่อสุขภาพ,Rugby Football for Health,01175128 รักบี้ฟุตบอลเพื่อสุขภาพ (Rugby Football for Health),ยังไม่มีข้อมูล,0-0-0,0,2,0,2,90.0,90.0,80.0,2022-11-15T11:03:11.742Z
1175134,โปโลน้ำ,Water Polo,01175134 โปโลน้ำ (Water Polo),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1175142,การเต้นรำพื้นเมืองตามวัฒนธรรมท้องถิ่นเพื่อสุขภาพ,Folk Dance by Local Culture for Health,01175142 การเต้นรำพื้นเมืองตามวัฒนธรรมท้องถิ่นเพื่อสุขภาพ (Folk Dance by Local Culture for Health),ยังไม่มีข้อมูล,0-0-0,0,2,0,1,100.0,100.0,80.0,2020-05-17T22:11:52.45Z
1175144,รำไทยเพื่อสุขภาพ,Thai Classical Dance for Health,01175144 รำไทยเพื่อสุขภาพ (Thai Classical Dance for Health),ยังไม่มีข้อมูล,0-0-0,0,1,0,12,98.33333333333331,96.66666666666669,95.0,2023-12-02T13:30:12.893Z
1175151,ศิลปะการป้องกันตัวและการต่อสู้ด้วยดาบไทย,Martial Art with Thai Sword,01175151 ศิลปะการป้องกันตัวและการต่อสู้ด้วยดาบไทย (Martial Art with Thai Sword),ยังไม่มีข้อมูล,0-0-0,0,2,0,11,89.0909090909091,87.27272727272727,85.45454545454545,2023-11-14T13:11:23.079Z
1175152,ศิลปะการป้องกันตัวและการต่อสู้ด้วยดาบสากล,Martial Art with Fencing,01175152 ศิลปะการป้องกันตัวและการต่อสู้ด้วยดาบสากล (Martial Art with Fencing),ยังไม่มีข้อมูล,0-0-0,0,6,0,7,88.57142857142857,97.14285714285714,85.71428571428571,2023-11-12T23:26:40.861Z
1175155,ศิลปะการป้องกันตัวและการต่อสู้ด้วยยูโด,Martial Art with Judo,01175155 ศิลปะการป้องกันตัวและการต่อสู้ด้วยยูโด (Martial Art with Judo),ยังไม่มีข้อมูล,0-0-0,0,1,0,1,100.0,100.0,100.0,2020-11-27T01:17:17.281Z
1175166,ศิลปะการป้องกันตัวและการต่อสู้ด้วยเทควันโด,Martial Art with Taekwondo,01175166 ศิลปะการป้องกันตัวและการต่อสู้ด้วยเทควันโด (Martial Art with Taekwondo),ยังไม่มีข้อมูล,0-0-0,0,3,0,6,96.66666666666669,96.66666666666669,90.0,2023-11-06T18:58:22.242Z
3768151,กระบี่กระบอง,Sword and Pole Fighting,03768151 กระบี่กระบอง (Sword and Pole Fighting),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1387101,ศิลปะการอยู่ร่วมกับผู้อื่น,The Art of Living with Others,01387101 ศิลปะการอยู่ร่วมกับผู้อื่น (The Art of Living with Others),ยังไม่มีข้อมูล,0-0-0,0,13,0,34,83.52941176470588,83.52941176470588,74.70588235294117,2023-12-02T13:48:47.615Z
1459101,จิตวิทยาเพื่อชีวิตสมัยใหม่,Psychology for Modern Life,01459101 จิตวิทยาเพื่อชีวิตสมัยใหม่ (Psychology for Modern Life),ยังไม่มีข้อมูล,0-0-0,0,13,0,36,24.444444444444443,-9.444444444444445,20.55555555555556,2024-01-11T22:34:50.179Z
1999036,ความสุขในพลวัตของชีวิต,Happiness amongst Life Dynamics,01999036 ความสุขในพลวัตของชีวิต (Happiness amongst Life Dynamics),ยังไม่มีข้อมูล,0-0-0,0,4,0,9,84.44444444444444,75.55555555555556,86.66666666666667,2023-11-25T16:53:21.137Z
1999213,สิ่งแวดล้อม,"Environment, Technology and Life","01999213 สิ่งแวดล้อม เทคโนโลยี และชีวิต (Environment, Technology and Life)",ยังไม่มีข้อมูล,0-0-0,0,3,0,12,63.33333333333332,65.0,61.66666666666666,2021-11-28T12:01:49.021Z
2999044,เศรษฐกิจพอเพียงเพื่อการดำรงชีวิต,Sufficiency Economy for Living,02999044 เศรษฐกิจพอเพียงเพื่อการดำรงชีวิต (Sufficiency Economy for Living),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
